Ticker,Ad,Kategori,TEFAS_Kind,Tur,Risk_Deger,Son_Fiyat,RSI,Ret1M,Ret3M,Ret6M,Ret1Y,Ret3Y,Ret5Y,Vol,YF_Symbol,Optima_Skor,PB,PE,DY,_gecmis_veri_yok
OPE,OSMANLI PORTFÖY BIST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ YOĞUN (TL) BORSA YATIRIM FO,TEFAS,BYF,Hisse Senedi Yoğun,6.0,53.10185,53.3,-3.8986,-3.6798,22.3614,39.9284,,,33.0,,,,,,
OPK,OSMANLI PORTFÖY KAR PAYI ÖDEYEN BIST GYO ENDEKSİ HİSSE SENEDİ YOĞUN (TL) BORSA Y,TEFAS,BYF,Hisse Senedi Yoğun,7.0,161.399257,56.1,-3.6475,3.706,15.8596,49.1418,,,42.0,,,,,,
ZBB,ZİRAAT PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,TEFAS,BYF,Hisse Senedi Yoğun,7.0,210.872039,56.2,-3.3264,1.564,32.5255,52.5138,2.3712,10.8472,42.0,,,,,,
ZBP,ZİRAAT PORTFÖY BIST LİKİT BANKA ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,TEFAS,BYF,Hisse Senedi Yoğun,7.0,183.037994,45.6,-11.0843,-22.5115,2.5285,28.5714,3.1932,15.1559,42.0,,,,,,
ZEA,ZİRAAT PORTFÖY BIST 30 EŞİT AĞIRLIKLI ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM F,TEFAS,BYF,Hisse Senedi Yoğun,7.0,196.540822,56.5,-2.8815,2.594,33.9786,51.9404,199.0741,9.7547,42.0,,,,,,
ZEO,ZİRAAT PORTFÖY BIST 50-30 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,TEFAS,BYF,Hisse Senedi Yoğun,6.0,116.71125,51.8,-3.0714,-6.4305,15.8246,30.6452,150.309,,33.0,,,,,,
ZGD,ZİRAAT PORTFÖY ALTIN KATILIM  BORSA YATIRIM FONU,TEFAS,BYF,Altın Fonu,6.0,614.588518,55.9,-2.0275,-9.2038,10.7615,63.2127,3.8355,12.7756,33.0,,,,,,
ZKE,ZİRAAT PORTFÖY BIST KATILIM 30 EŞİT AĞIRLIKLI ENDEKSİ HİSSE SENEDİ YOĞUN BORSA Y,TEFAS,BYF,Hisse Senedi Yoğun,6.0,179.901744,69.6,7.4824,31.7626,62.8724,80.8889,2.5841,8.3159,33.0,,,,,,
ZKP,ZİRAAT PORTFÖY BIST KATILIM 30 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,TEFAS,BYF,Hisse Senedi Yoğun,6.0,266.456161,63.5,2.0069,16.5894,48.8317,71.2147,2.7263,11.8367,33.0,,,,,,
ZPP,ZİRAAT PORTFÖY BIST BANKA DIŞI LİKİT 10 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM,TEFAS,BYF,Hisse Senedi Yoğun,7.0,260.044055,60.7,-1.3699,12.7769,44.5369,64.4372,2.3862,11.6,42.0,,,,,,
ZPT,ZİRAAT PORTFÖY YILDIZ PAZAR TEKNOLOJİ VE İLETİŞİM 10 ENDEKSİ HİSSE SENEDİ YOĞUN ,TEFAS,BYF,Hisse Senedi Yoğun,7.0,123.398497,64.3,6.3478,23.5104,55.7565,56.0745,3.4296,,42.0,,,,,,
ZRE,ZİRAAT PORTFÖY RİSK EŞİT BANKA DIŞI 20 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM ,TEFAS,BYF,Hisse Senedi Yoğun,6.0,184.893933,57.8,-2.7984,7.1364,39.4882,55.0547,175.5912,8.8691,33.0,,,,,,
ZSR,ZİRAAT PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK 25 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRI,TEFAS,BYF,Hisse Senedi Yoğun,6.0,48.117761,52.9,-6.5047,-3.201,23.2989,42.4595,2.4344,,33.0,,,,,,
ZTK,ZİRAAT PORTFÖY BIST TLREFK ENDEKSİ KATILIM (TL) BORSA YATIRIM FONU,TEFAS,BYF,Endeks Fon,2.0,1319.788322,54.3,3.7712,10.7475,21.4798,,,,7.0,,,,,,
ZTM,ZİRAAT PORTFÖY BIST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,TEFAS,BYF,Hisse Senedi Yoğun,6.0,189.915092,54.6,-3.3546,-2.0772,25.6055,46.0177,2.5229,9.6639,33.0,,,,,,
ZTR,ZİRAAT PORTFÖY BIST TLREF ENDEKSİ (TL) BORSA YATIRIM FONU,TEFAS,BYF,Endeks Fon,2.0,1320.901467,54.3,3.8525,10.7332,21.5909,,,,7.0,,,,,,
AAJ,AGESA HAYAT VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,4.0,0.104953,55.5,-0.5723,2.035,17.6812,39.9005,2.1524,5.6017,18.0,,,,,,
ABE,ANADOLU HAYAT EMEKLİLİK A.Ş.S&P 500 YABANCI BYF FON SEPETİ EMEKLİLİK YATIRIM FON,TEFAS,EMK,Fon Sepeti Fonu,6.0,0.434232,61.0,5.9162,11.2586,19.5796,50.4554,2.926,5.589,33.0,,,,,,
AE2,AGESA HAYAT VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.348273,54.1,-0.9294,-0.2495,12.4325,33.3187,164.8887,3.5022,12.0,,,,,,
AE3,AGESA HAYAT VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.970487,56.6,-1.1339,2.8123,27.325,48.4165,3.1606,10.058,25.0,,,,,,
AEA,ANADOLU HAYAT EMEKLİLİK A.Ş. ALTIN KATILIM EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Katılım Fonu,6.0,0.633299,53.6,-2.2555,-11.9271,10.2173,50.2698,4.0802,12.4399,33.0,,,,,,
AEH,AGESA HAYAT VE EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.338156,56.4,-2.5388,2.1745,29.975,51.0598,2.857,12.2782,33.0,,,,,,
AEN,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. İKİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,3.0,0.153747,57.8,1.1634,6.1702,23.1841,46.3351,2.7986,4.52,12.0,,,,,,
AEU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BIST TEMETTÜ ENDEKSİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Endeks Fon,6.0,0.398812,57.7,-1.1597,3.473,36.8454,55.1853,3.1105,10.3702,33.0,,,,,,
AEZ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ATA PORTFÖY DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.227519,55.1,-1.4497,-0.2429,21.6602,42.104,2.7397,7.8886,25.0,,,,,,
AFH,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Standart Fon,4.0,0.109707,54.7,-0.729,0.9409,16.2487,36.0241,2.0254,5.4412,18.0,,,,,,
AFJ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,2.0,0.104214,58.5,1.5974,7.4391,20.8577,48.5941,2.7595,5.0643,7.0,,,,,,
AFP,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,3.0,0.098073,57.3,1.4041,7.248,19.2968,40.5533,179.4422,4.555,12.0,,,,,,
AGA,BEREKET EMEKLİLİK VE HAYAT A.Ş. ALTIN KATILIM EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Katılım Fonu,6.0,0.76261,55.5,-1.2511,-9.841,15.6469,59.4976,4.9289,14.6334,33.0,,,,,,
AGB,BEREKET EMEKLİLİK VE HAYAT A.Ş. BÜYÜME KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.271634,57.4,1.375,5.3362,28.1137,44.3035,2.3881,7.0522,33.0,,,,,,
AGD,BEREKET EMEKLİLİK VE HAYAT A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.135509,58.4,1.9658,9.472,24.9344,43.5952,160.1805,4.2772,12.0,,,,,,
AGE,ANADOLU HAYAT EMEKLİLİK A.Ş. KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Katılım Standart Fon,3.0,0.182426,58.0,1.3529,8.2002,21.5284,44.0415,2.0644,5.0868,12.0,,,,,,
AGH,BEREKET EMEKLİLİK VE HAYAT A.Ş. KATILIM HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,0.839517,59.7,1.9603,8.6724,33.4453,54.7993,3.0496,10.9411,33.0,,,,,,
AGM,BEREKET EMEKLİLİK VE HAYAT A.Ş. MUHAFAZAKAR KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Değişken Fon,3.0,0.181935,58.1,2.9035,8.5475,19.031,40.3758,2.3819,5.0519,12.0,,,,,,
AH1,ANADOLU HAYAT EMEKLİLİK A.Ş. İKİNCİ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Borçlanma Araçları Fonu,3.0,0.355915,54.2,-0.7754,0.0919,11.9124,33.0951,152.9137,3.3736,12.0,,,,,,
AH3,ANADOLU HAYAT EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIR,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,1.007955,55.0,0.6589,2.2068,10.5018,32.5387,2.2512,6.2386,33.0,,,,,,
AH4,ANADOLU HAYAT EMEKLİLİK A.Ş. İKİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRI,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,0.713588,54.4,0.8317,1.2992,10.8085,28.7895,2.2404,5.3916,33.0,,,,,,
AH5,ANADOLU HAYAT EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,2.886728,53.0,-3.2625,-2.9517,18.6842,34.7456,3.4082,15.6939,33.0,,,,,,
AH6,ANADOLU HAYAT EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,1.199517,57.8,3.0748,6.4632,17.7581,40.7561,2.7041,7.9211,25.0,,,,,,
AH8,ANADOLU HAYAT EMEKLİLİK A.Ş. KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,2.0,0.450684,56.3,1.0326,4.2597,16.0876,38.2703,2.4227,4.5781,7.0,,,,,,
AH9,ANADOLU HAYAT EMEKLİLİK A.Ş. ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,1.018398,54.7,-0.4486,0.7961,17.2884,35.5012,3.165,9.404,25.0,,,,,,
AHB,ANADOLU HAYAT EMEKLİLİK A.Ş. İKİNCİ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.331898,53.6,-1.4521,-1.7627,24.256,32.9195,2.8086,14.3402,33.0,,,,,,
AHC,ANADOLU HAYAT EMEKLİLİK A.Ş. ÖZEL SEKTÖR BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FO,TEFAS,EMK,Özel Sektör Borçlanma Araçları Fonu,2.0,0.140364,58.5,2.6142,8.5755,19.1027,44.1881,2.1894,3.7813,7.0,,,,,,
AHL,ANADOLU HAYAT EMEKLİLİK A.Ş. AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.490375,53.8,-2.7414,-1.5382,22.0118,37.3141,3.6219,16.0869,33.0,,,,,,
AIE,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS BÜYÜME KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FO,TEFAS,EMK,Katılım Değişken Fon,5.0,0.214273,60.0,0.5534,8.6602,34.8295,60.9677,3.2557,9.7886,25.0,,,,,,
AIP,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM F,TEFAS,EMK,Katılım Değişken Fon,6.0,0.271805,61.4,1.7019,9.1385,37.8903,67.6663,3.5349,12.495,33.0,,,,,,
AJA,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.331085,54.2,-2.4802,-1.0862,22.8347,39.3839,3.6968,16.6844,33.0,,,,,,
AJB,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.313157,55.7,-0.5203,1.1826,23.7535,42.4961,3.8285,15.4067,25.0,,,,,,
AJC,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.222409,55.7,-0.2829,1.2394,20.572,41.7344,3.6501,11.4155,18.0,,,,,,
AJF,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,2.0,0.122132,57.1,1.0596,5.3067,17.832,42.9996,2.95,5.6866,7.0,,,,,,
AJG,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.316031,60.0,0.7398,10.147,33.3051,57.9848,3.5362,11.7676,33.0,,,,,,
AJH,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.247625,59.2,0.2768,8.5912,29.4914,55.1721,3.2636,9.9522,25.0,,,,,,
AJP,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.17377,57.2,-0.8181,3.507,28.8621,50.6307,3.2224,10.5228,25.0,,,,,,
AJR,AXA HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.375611,53.3,-3.0059,-3.3441,21.5969,37.3274,4.12,20.6462,33.0,,,,,,
AJT,AXA HAYAT VE EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,2.0,0.07784,57.6,1.3971,5.4307,18.5423,45.2155,2.4835,4.4664,7.0,,,,,,
AJV,AXA HAYAT VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.142289,57.5,-0.1898,3.8074,27.2388,51.3776,3.3232,9.2957,18.0,,,,,,
AJY,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.268522,59.7,0.6826,8.9613,32.6281,57.8125,3.68,10.2693,25.0,,,,,,
AJZ,AXA HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.334173,59.2,0.4031,8.7995,32.5326,54.9545,3.7113,13.0364,33.0,,,,,,
ALI,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KOÇ İŞTİRAK ENDEKSİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Endeks Fon,6.0,0.564551,50.3,-7.8897,-6.708,10.4379,32.1008,173.2981,9.8157,33.0,,,,,,
ALJ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.252588,56.4,-2.3102,1.7542,29.197,50.8931,3.777,15.3331,33.0,,,,,,
ALR,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,6.0,2.141145,59.5,3.5741,8.6581,19.5686,49.4045,3.1297,9.0899,33.0,,,,,,
ALS,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,1.017786,54.2,-0.5279,-0.3908,18.3719,33.7437,2.6433,7.922,25.0,,,,,,
ALU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,6.0,0.339219,55.4,-1.1156,-0.369,27.3153,43.9737,2.8635,10.7627,33.0,,,,,,
AMG,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YA,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,5.0,1.164814,54.6,0.4966,1.7368,8.1715,30.9971,2.3294,6.2508,25.0,,,,,,
AMR,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI (ABD DOLARI 0-5 YIL ,TEFAS,EMK,Kamu Yabancı Para (Döviz) Cinsinden Borçlanma Araç,6.0,0.537518,54.5,0.8368,2.6499,8.6405,27.9639,2.1245,6.1022,33.0,,,,,,
AMZ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Altın Fonu,6.0,0.63268,55.0,-1.4127,-10.3992,15.3,56.9194,4.0777,12.134,33.0,,,,,,
ANE,VİENNALİFE EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,4.0,0.601084,56.4,-0.3057,3.9908,21.9857,42.6209,2.123,5.5923,18.0,,,,,,
ANG,VİENNALİFE EMEKLİLİK VE HAYAT A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.31927,53.5,-0.8882,-2.0457,12.0104,31.7953,122.0679,3.4809,18.0,,,,,,
ANJ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,4.0,0.15807,57.6,-0.3581,3.8858,28.1081,51.8485,3.2825,9.3531,18.0,,,,,,
ANP,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.174379,57.5,-0.7116,4.2435,29.8722,51.5119,3.3229,10.4034,25.0,,,,,,
ANS,VİENNALİFE EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Hisse Senedi Fonu,6.0,1.899946,54.4,-1.3607,-0.9729,22.9441,37.779,2.621,12.612,33.0,,,,,,
APG,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. SÜRDÜRÜLEBİLİRLİK FON SEPETİ EMEKLİLİK YATIRIM F,TEFAS,EMK,Fon Sepeti Fonu,5.0,0.276872,57.4,1.0791,4.664,22.0053,45.4884,2.5289,7.6647,25.0,,,,,,
ATE,ANADOLU HAYAT EMEKLİLİK A.Ş. İŞ BANKASI İŞTİRAK ENDEKSİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Endeks Fon,7.0,0.865268,50.6,-6.0006,-5.9831,13.7649,28.6676,2.3713,11.4027,42.0,,,,,,
ATK,ANADOLU HAYAT EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.232522,54.1,-1.2062,-0.3247,15.1169,34.3198,191.3866,4.5688,18.0,,,,,,
AUA,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. FON SEPETİ EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Fon Sepeti Fonu,3.0,0.164623,54.8,0.5467,-1.4354,19.3304,37.0664,2.1885,6.067,12.0,,,,,,
AUG,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. DEĞİŞKEN EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Değişken Fon,5.0,0.635369,54.7,0.8648,2.7216,9.1968,28.6727,2.196,5.1094,25.0,,,,,,
AVB,AGESA HAYAT VE EMEKLİLİK A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI (ABD DOLARI 5-15 YIL V,TEFAS,EMK,Dış Borçlanma Araçları Fonu,6.0,0.895413,54.5,0.5239,1.7823,7.7114,29.4104,2.4396,6.4984,33.0,,,,,,
AVD,AGESA HAYAT VE EMEKLİLİK A.Ş. KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,5.0,0.779391,56.5,-1.2568,0.8709,23.1088,50.6796,2.5627,8.9807,25.0,,,,,,
AVG,AGESA HAYAT VE EMEKLİLİK A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Dış Borçlanma Araçları Fonu,6.0,0.876964,54.3,0.7597,2.2003,8.2761,27.0728,2.1638,5.9247,33.0,,,,,,
AVN,AGESA HAYAT VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Standart Fon,4.0,0.122998,55.2,-1.2273,1.5312,18.3719,39.9561,2.2054,5.4121,18.0,,,,,,
AVO,AGESA HAYAT VE EMEKLİLİK A.Ş. ÖZEL SEKTÖR BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM F,TEFAS,EMK,Özel Sektör Borçlanma Araçları Fonu,1.0,0.138582,59.2,3.0598,9.5422,20.0261,47.3916,2.376,4.1234,3.0,,,,,,
AVR,AGESA HAYAT VE EMEKLİLİK A.Ş. TEKNOLOJİ SEKTÖRÜ YABANCI DEĞİŞKEN EMEKLİLİK YATIR,TEFAS,EMK,Değişken Fon,6.0,0.53121,73.7,16.434,36.9035,44.1461,80.9521,3.9395,9.1153,33.0,,,,,,
AYJ,AGESA HAYAT VE EMEKLİLİK A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,TEFAS,EMK,OKS Katılım Standart Fon,3.0,0.100292,57.7,1.3522,7.042,23.0802,43.6995,186.21,4.6669,12.0,,,,,,
AZD,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ KARMA EMEKLİLİK YATIRIM FONU,TEFAS,EMK,Karma Fon,6.0,1.040865,54.1,2.0364,-0.7795,4.9138,26.8773,2.2267,5.9829,33.0,,,,,,
